question_num,search_query,url,Question,Options,Correct answer,Image URLs,Comments
36,examtopics databricks data engineer professional certification question 36,https://www.examtopics.com/discussions/databricks/view/123743-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table representing metadata about content posts from users has the following schema: user_id LONG, post_text STRING, post_id STRING, longitude FLOAT, latitude FLOAT, post_time TIMESTAMP, date DATEThis table is partitioned by the date column. A query is run with the following filter: longitude < 20 & longitude > -20Which statement describes how data will be filtered?","['A.Statistics in the Delta Log will be used to identify partitions that might Include files in the filtered range.', 'B.No file skipping will occur because the optimizer does not know the relationship between the partition column and the longitude.', 'C.The Delta Engine will use row-level statistics in the transaction log to identify the flies that meet the filter criteria.', 'D.Statistics in the Delta Log will be used to identify data files that might include records in the filtered range.', 'E.The Delta Engine will scan the parquet file footers to identify each row that meets the filter criteria.']",['D.Statistics in the Delta Log will be used to identify data files that might include records in the filtered range.'],[],
37,examtopics databricks data engineer professional certification question 37,https://www.examtopics.com/discussions/databricks/view/124285-exam-certified-data-engineer-professional-topic-1-question/,"A small company based in the United States has recently contracted a consulting firm in India to implement several new data engineering pipelines to power artificial intelligence applications. All the company's data is stored in regional cloud storage in the United States.The workspace administrator at the company is uncertain about where the Databricks workspace used by the contractors should be deployed.Assuming that all data governance considerations are accounted for, which statement accurately informs this decision?","['A.Databricks runs HDFS on cloud volume storage; as such, cloud virtual machines must be deployed in the region where the data is stored.', 'B.Databricks workspaces do not rely on any regional infrastructure; as such, the decision should be made based upon what is most convenient for the workspace administrator.', 'C.Cross-region reads and writes can incur significant costs and latency; whenever possible, compute should be deployed in the same region the data is stored.', 'D.Databricks leverages user workstations as the driver during interactive development; as such, users should always use a workspace deployed in a region they are physically near.', 'E.Databricks notebooks send all executable code from the user’s browser to virtual machines over the open internet; whenever possible, choosing a workspace region near the end users is the most secure.']","['C.Cross-region reads and writes can incur significant costs and latency; whenever possible, compute should be deployed in the same region the data is stored.']",[],
38,examtopics databricks data engineer professional certification question 38,https://www.examtopics.com/discussions/databricks/view/117481-exam-certified-data-engineer-professional-topic-1-question/,"The downstream consumers of a Delta Lake table have been complaining about data quality issues impacting performance in their applications. Specifically, they have complained that invalid latitude and longitude values in the activity_details table have been breaking their ability to use other geolocation processes.A junior engineer has written the following code to add CHECK constraints to the Delta Lake table:A senior engineer has confirmed the above logic is correct and the valid ranges for latitude and longitude are provided, but the code fails when executed.Which statement explains the cause of this failure?","['A.Because another team uses this table to support a frequently running application, two-phase locking is preventing the operation from committing.', 'B.The activity_details table already exists; CHECK constraints can only be added during initial table creation.', 'C.The activity_details table already contains records that violate the constraints; all existing data must pass CHECK constraints in order to add them to an existing table.', 'D.The activity_details table already contains records; CHECK constraints can only be added prior to inserting values into a table.', 'E.The current table schema does not contain the field valid_coordinates; schema evolution will need to be enabled before altering the table to add a constraint.']",['C.The activity_details table already contains records that violate the constraints; all existing data must pass CHECK constraints in order to add them to an existing table.'],['https://img.examtopics.com/certified-data-engineer-professional/image19.png'],
39,examtopics databricks data engineer professional certification question 39,https://www.examtopics.com/discussions/databricks/view/124424-exam-certified-data-engineer-professional-topic-1-question/,Which of the following is true of Delta Lake and the Lakehouse?,"['A.Because Parquet compresses data row by row. strings will only be compressed when a character is repeated multiple times.', 'B.Delta Lake automatically collects statistics on the first 32 columns of each table which are leveraged in data skipping based on query filters.', 'C.Views in the Lakehouse maintain a valid cache of the most recent versions of source tables at all times.', 'D.Primary and foreign key constraints can be leveraged to ensure duplicate values are never entered into a dimension table.', 'E.Z-order can only be applied to numeric values stored in Delta Lake tables.']",['B.Delta Lake automatically collects statistics on the first 32 columns of each table which are leveraged in data skipping based on query filters.'],[],
40,examtopics databricks data engineer professional certification question 40,https://www.examtopics.com/discussions/databricks/view/124425-exam-certified-data-engineer-professional-topic-1-question/,The view updates represents an incremental batch of all newly ingested data to be inserted or updated in the customers table.The following logic is used to process these records.Which statement describes this implementation?,"['A.The customers table is implemented as a Type 3 table; old values are maintained as a new column alongside the current value.', 'B.The customers table is implemented as a Type 2 table; old values are maintained but marked as no longer current and new values are inserted.', 'C.The customers table is implemented as a Type 0 table; all writes are append only with no changes to existing values.', 'D.The customers table is implemented as a Type 1 table; old values are overwritten by new values and no history is maintained.', 'E.The customers table is implemented as a Type 2 table; old values are overwritten and new customers are appended.']",['B.The customers table is implemented as a Type 2 table; old values are maintained but marked as no longer current and new values are inserted.'],['https://img.examtopics.com/certified-data-engineer-professional/image20.png'],
41,examtopics databricks data engineer professional certification question 41,https://www.examtopics.com/discussions/databricks/view/124922-exam-certified-data-engineer-professional-topic-1-question/,The DevOps team has configured a production workload as a collection of notebooks scheduled to run daily using the Jobs UI. A new data engineering hire is onboarding to the team and has requested access to one of these notebooks to review the production logic.What are the maximum notebook permissions that can be granted to the user without allowing accidental changes to production code or data?,"['A.Can Manage', 'B.Can Edit', 'C.No permissions', 'D.Can Read', 'E.Can Run']",['D.Can Read'],[],
42,examtopics databricks data engineer professional certification question 42,https://www.examtopics.com/discussions/databricks/view/124427-exam-certified-data-engineer-professional-topic-1-question/,"A table named user_ltv is being used to create a view that will be used by data analysts on various teams. Users in the workspace are configured into groups, which are used for setting up data access using ACLs.The user_ltv table has the following schema:email STRING, age INT, ltv INTThe following view definition is executed:An analyst who is not a member of the marketing group executes the following query:SELECT * FROM email_ltv -Which statement describes the results returned by this query?","['A.Three columns will be returned, but one column will be named ""REDACTED"" and contain only null values.', 'B.Only the email and ltv columns will be returned; the email column will contain all null values.', 'C.The email and ltv columns will be returned with the values in user_ltv.', 'D.The email.age, and ltv columns will be returned with the values in user_ltv.', 'E.Only the email and ltv columns will be returned; the email column will contain the string ""REDACTED"" in each row.']","['E.Only the email and ltv columns will be returned; the email column will contain the string ""REDACTED"" in each row.']",['https://img.examtopics.com/certified-data-engineer-professional/image21.png'],
43,examtopics databricks data engineer professional certification question 43,https://www.examtopics.com/discussions/databricks/view/128158-exam-certified-data-engineer-professional-topic-1-question/,"The data governance team has instituted a requirement that all tables containing Personal Identifiable Information (PH) must be clearly annotated. This includes adding column comments, table comments, and setting the custom table property ""contains_pii"" = true.The following SQL DDL statement is executed to create a new table:Which command allows manual confirmation that these three requirements have been met?","['A.DESCRIBE EXTENDED dev.pii_test', 'B.DESCRIBE DETAIL dev.pii_test', 'C.SHOW TBLPROPERTIES dev.pii_test', 'D.DESCRIBE HISTORY dev.pii_test', 'E.SHOW TABLES dev']",['A.DESCRIBE EXTENDED dev.pii_test'],['https://img.examtopics.com/certified-data-engineer-professional/image22.png'],
44,examtopics databricks data engineer professional certification question 44,https://www.examtopics.com/discussions/databricks/view/124428-exam-certified-data-engineer-professional-topic-1-question/,"The data governance team is reviewing code used for deleting records for compliance with GDPR. They note the following logic is used to delete records from the Delta Lake table named users.Assuming that user_id is a unique identifying key and that delete_requests contains all users that have requested deletion, which statement describes whether successfully executing the above logic guarantees that the records to be deleted are no longer accessible and why?","['A.Yes; Delta Lake ACID guarantees provide assurance that the DELETE command succeeded fully and permanently purged these records.', 'B.No; the Delta cache may return records from previous versions of the table until the cluster is restarted.', 'C.Yes; the Delta cache immediately updates to reflect the latest data files recorded to disk.', 'D.No; the Delta Lake DELETE command only provides ACID guarantees when combined with the MERGE INTO command.', 'E.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.']",['E.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.'],['https://img.examtopics.com/certified-data-engineer-professional/image23.png'],
45,examtopics databricks data engineer professional certification question 45,https://www.examtopics.com/discussions/databricks/view/118940-exam-certified-data-engineer-professional-topic-1-question/,"An external object storage container has been mounted to the location /mnt/finance_eda_bucket.The following logic was executed to create a database for the finance team:After the database was successfully created and permissions configured, a member of the finance team runs the following code:If all users on the finance team are members of the finance group, which statement describes how the tx_sales table will be created?","['A.A logical table will persist the query plan to the Hive Metastore in the Databricks control plane.', 'B.An external table will be created in the storage container mounted to /mnt/finance_eda_bucket.', 'C.A logical table will persist the physical plan to the Hive Metastore in the Databricks control plane.', 'D.An managed table will be created in the storage container mounted to /mnt/finance_eda_bucket.', 'E.A managed table will be created in the DBFS root storage container.']",['D.An managed table will be created in the storage container mounted to /mnt/finance_eda_bucket.'],"['https://img.examtopics.com/certified-data-engineer-professional/image24.png', 'https://img.examtopics.com/certified-data-engineer-professional/image25.png']",
46,examtopics databricks data engineer professional certification question 46,https://www.examtopics.com/discussions/databricks/view/122555-exam-certified-data-engineer-professional-topic-1-question/,Although the Databricks Utilities Secrets module provides tools to store sensitive credentials and avoid accidentally displaying them in plain text users should still be careful with which credentials are stored here and which users have access to using these secrets.Which statement describes a limitation of Databricks Secrets?,"['A.Because the SHA256 hash is used to obfuscate stored secrets, reversing this hash will display the value in plain text.', 'B.Account administrators can see all secrets in plain text by logging on to the Databricks Accounts console.', 'C.Secrets are stored in an administrators-only table within the Hive Metastore; database administrators have permission to query this table by default.', 'D.Iterating through a stored secret and printing each character will display secret contents in plain text.', 'E.The Databricks REST API can be used to list secrets in plain text if the personal access token has proper credentials.']",['D.Iterating through a stored secret and printing each character will display secret contents in plain text.'],[],
47,examtopics databricks data engineer professional certification question 47,https://www.examtopics.com/discussions/databricks/view/117482-exam-certified-data-engineer-professional-topic-1-question/,What statement is true regarding the retention of job run history?,"['A.It is retained until you export or delete job run logs', 'B.It is retained for 30 days, during which time you can deliver job run logs to DBFS or S3', 'C.It is retained for 60 days, during which you can export notebook run results to HTML', 'D.It is retained for 60 days, after which logs are archived', 'E.It is retained for 90 days or until the run-id is re-used through custom run configuration']","['C.It is retained for 60 days, during which you can export notebook run results to HTML']",[],
48,examtopics databricks data engineer professional certification question 48,https://www.examtopics.com/discussions/databricks/view/128161-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer, User A, has promoted a new pipeline to production by using the REST API to programmatically create several jobs. A DevOps engineer, User B, has configured an external orchestration tool to trigger job runs through the REST API. Both users authorized the REST API calls using their personal access tokens.Which statement describes the contents of the workspace audit logs concerning these events?","['A.Because the REST API was used for job creation and triggering runs, a Service Principal will be automatically used to identify these events.', 'B.Because User B last configured the jobs, their identity will be associated with both the job creation events and the job run events.', 'C.Because these events are managed separately, User A will have their identity associated with the job creation events and User B will have their identity associated with the job run events.', 'D.Because the REST API was used for job creation and triggering runs, user identity will not be captured in the audit logs.', 'E.Because User A created the jobs, their identity will be associated with both the job creation events and the job run events.']","['C.Because these events are managed separately, User A will have their identity associated with the job creation events and User B will have their identity associated with the job run events.']",[],
49,examtopics databricks data engineer professional certification question 49,https://www.examtopics.com/discussions/databricks/view/118941-exam-certified-data-engineer-professional-topic-1-question/,"A user new to Databricks is trying to troubleshoot long execution times for some pipeline logic they are working on. Presently, the user is executing code cell-by-cell, using display() calls to confirm code is producing the logically correct results as new transformations are added to an operation. To get a measure of average time to execute, the user is running each cell multiple times interactively.Which of the following adjustments will get a more accurate measure of how code is likely to perform in production?","['A.Scala is the only language that can be accurately tested using interactive notebooks; because the best performance is achieved by using Scala code compiled to JARs, all PySpark and Spark SQL logic should be refactored.', 'B.The only way to meaningfully troubleshoot code execution times in development notebooks Is to use production-sized data and production-sized clusters with Run All execution.', 'C.Production code development should only be done using an IDE; executing code against a local build of open source Spark and Delta Lake will provide the most accurate benchmarks for how code will perform in production.', 'D.Calling display() forces a job to trigger, while many transformations will only add to the logical query plan; because of caching, repeated execution of the same logic does not provide meaningful results.', 'E.The Jobs UI should be leveraged to occasionally run the notebook as a job and track execution time during incremental code development because Photon can only be enabled on clusters launched for scheduled jobs.']","['D.Calling display() forces a job to trigger, while many transformations will only add to the logical query plan; because of caching, repeated execution of the same logic does not provide meaningful results.']",[],
50,examtopics databricks data engineer professional certification question 50,https://www.examtopics.com/discussions/databricks/view/119184-exam-certified-data-engineer-professional-topic-1-question/,"A production cluster has 3 executor nodes and uses the same virtual machine type for the driver and executor.When evaluating the Ganglia Metrics for this cluster, which indicator would signal a bottleneck caused by code executing on the driver?","['A.The five Minute Load Average remains consistent/flat', 'B.Bytes Received never exceeds 80 million bytes per second', 'C.Total Disk Space remains constant', 'D.Network I/O never spikes', 'E.Overall cluster CPU utilization is around 25%']",['E.Overall cluster CPU utilization is around 25%'],[],
