question_num,search_query,url,Question,Options,Correct answer,Image URLs,Comments
161,examtopics databricks data engineer professional certification question 161,https://www.examtopics.com/discussions/databricks/view/149882-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer wants to join a stream of advertisement impressions (when an ad was shown) with another stream of user clicks on advertisements to correlate when impressions led to monetizable clicks.In the code below, Impressions is a streaming DataFrame with a watermark (""event_time"", ""10 minutes"")The data engineer notices the query slowing down significantly.Which solution would improve the performance?","['A.Joining on event time constraint: clickTime >= impressionTime AND clickTime <= impressionTime interval 1 hour', 'B.Joining on event time constraint: clickTime + 3 hours < impressionTime - 2 hours', 'C.Joining on event time constraint: clickTime == impressionTime using a leftOuter join', 'D.Joining on event time constraint: clickTime >= impressionTime - interval 3 hours and removing watermarks']",['A.Joining on event time constraint: clickTime >= impressionTime AND clickTime <= impressionTime interval 1 hour'],['https://img.examtopics.com/certified-data-engineer-professional/image70.png'],
162,examtopics databricks data engineer professional certification question 162,https://www.examtopics.com/discussions/databricks/view/141710-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer has manually configured a series of jobs using the Databricks Jobs UI. Upon reviewing their work, the engineer realizes that they are listed as the ""Owner"" for each job. They attempt to transfer ""Owner"" privileges to the ""DevOps"" group, but cannot successfully accomplish this task.Which statement explains what is preventing this privilege transfer?","['A.Databricks jobs must have exactly one owner; ""Owner"" privileges cannot be assigned to a group.', 'B.The creator of a Databricks job will always have ""Owner"" privileges; this configuration cannot be changed.', 'C.Only workspace administrators can grant ""Owner"" privileges to a group.', 'D.A user can only transfer job ownership to a group if they are also a member of that group.']","['A.Databricks jobs must have exactly one owner; ""Owner"" privileges cannot be assigned to a group.']",[],
163,examtopics databricks data engineer professional certification question 163,https://www.examtopics.com/discussions/databricks/view/141558-exam-certified-data-engineer-professional-topic-1-question/,"A table named user_ltv is being used to create a view that will be used by data analysts on various teams. Users in the workspace are configured into groups, which are used for setting up data access using ACLs.The user_ltv table has the following schema:email STRING, age INT, ltv INTThe following view definition is executed:An analyst who is not a member of the auditing group executes the following query:SELECT * FROM user_ltv_no_minorsWhich statement describes the results returned by this query?","['A.All columns will be displayed normally for those records that have an age greater than 17; records not meeting this condition will be omitted.', 'B.All age values less than 18 will be returned as null values, all other columns will be returned with the values in user_ltv.', 'C.All values for the age column will be returned as null values, all other columns will be returned with the values in user_ltv.', 'D.All columns will be displayed normally for those records that have an age greater than 18; records not meeting this condition will be omitted.']",['A.All columns will be displayed normally for those records that have an age greater than 17; records not meeting this condition will be omitted.'],['https://img.examtopics.com/certified-data-engineer-professional/image71.png'],
164,examtopics databricks data engineer professional certification question 164,https://www.examtopics.com/discussions/databricks/view/141709-exam-certified-data-engineer-professional-topic-1-question/,"All records from an Apache Kafka producer are being ingested into a single Delta Lake table with the following schema:key BINARY, value BINARY, topic STRING, partition LONG, offset LONG, timestamp LONGThere are 5 unique topics being ingested. Only the ""registration"" topic contains Personal Identifiable Information (PII). The company wishes to restrict access to PII. The company also wishes to only retain records containing PII in this table for 14 days after initial ingestion. However, for non-PII information, it would like to retain these records indefinitely.Which solution meets the requirements?","[""A.All data should be deleted biweekly; Delta Lake's time travel functionality should be leveraged to maintain a history of non-PII information."", 'B.Data should be partitioned by the registration field, allowing ACLs and delete statements to be set for the PII directory.', 'C.Data should be partitioned by the topic field, allowing ACLs and delete statements to leverage partition boundaries.', 'D.Separate object storage containers should be specified based on the partition field, allowing isolation at the storage level.']","['C.Data should be partitioned by the topic field, allowing ACLs and delete statements to leverage partition boundaries.']",[],
165,examtopics databricks data engineer professional certification question 165,https://www.examtopics.com/discussions/databricks/view/141708-exam-certified-data-engineer-professional-topic-1-question/,"The data governance team is reviewing code used for deleting records for compliance with GDPR. The following logic has been implemented to propagate delete requests from the user_lookup table to the user_aggregates table.Assuming that user_id is a unique identifying key and that all users that have requested deletion have been removed from the user_lookup table, which statement describes whether successfully executing the above logic guarantees that the records to be deleted from the user_aggregates table are no longer accessible and why?","['A.No; the Delta Lake DELETE command only provides ACID guarantees when combined with the MERGE INTO command.', 'B.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.', 'C.No; the change data feed only tracks inserts and updates, not deleted records.', 'D.Yes; Delta Lake ACID guarantees provide assurance that the DELETE command succeeded fully and permanently purged these records.']",['B.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.'],['https://img.examtopics.com/certified-data-engineer-professional/image72.png'],
166,examtopics databricks data engineer professional certification question 166,https://www.examtopics.com/discussions/databricks/view/141559-exam-certified-data-engineer-professional-topic-1-question/,"An external object storage container has been mounted to the location /mnt/finance_eda_bucket.The following logic was executed to create a database for the finance team:After the database was successfully created and permissions configured, a member of the finance team runs the following code:If all users on the finance team are members of the finance group, which statement describes how the tx_sales table will be created?","['A.A logical table will persist the query plan to the Hive Metastore in the Databricks control plane.', 'B.An external table will be created in the storage container mounted to /mnt/finance_eda_bucket.', 'C.A managed table will be created in the DBFS root storage container.', 'D.An managed table will be created in the storage container mounted to /mnt/finance_eda_bucket.']",['D.An managed table will be created in the storage container mounted to /mnt/finance_eda_bucket.'],"['https://img.examtopics.com/certified-data-engineer-professional/image73.png', 'https://img.examtopics.com/certified-data-engineer-professional/image74.png']",
167,examtopics databricks data engineer professional certification question 167,https://www.examtopics.com/discussions/databricks/view/153066-exam-certified-data-engineer-associate-topic-1-question-167/,"A data engineer is designing a data pipeline. The source system generates files in a shared directory that is also used by other processes. As a result, the files should be kept as is and will accumulate in the directory. The data engineer needs to identify which files are new since the previous run in the pipeline, and set up the pipeline to only ingest those new files with each run.Which of the following tools can the data engineer use to solve this problem?","['A.Unity Catalog', 'B.Delta Lake', 'C.Databricks SQL', 'D.Auto Loader']",['D.Auto Loader'],[],
168,examtopics databricks data engineer professional certification question 168,https://www.examtopics.com/discussions/databricks/view/141707-exam-certified-data-engineer-professional-topic-1-question/,What is the retention of job run history?,"['A.It is retained until you export or delete job run logs', 'B.It is retained for 30 days, during which time you can deliver job run logs to DBFS or S3', 'C.It is retained for 60 days, during which you can export notebook run results to HTML', 'D.It is retained for 60 days, after which logs are archived']","['C.It is retained for 60 days, during which you can export notebook run results to HTML']",[],
169,examtopics databricks data engineer professional certification question 169,https://www.examtopics.com/discussions/databricks/view/141706-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer, User A, has promoted a new pipeline to production by using the REST API to programmatically create several jobs. A DevOps engineer, User B, has configured an external orchestration tool to trigger job runs through the REST API. Both users authorized the REST API calls using their personal access tokens.Which statement describes the contents of the workspace audit logs concerning these events?","['A.Because the REST API was used for job creation and triggering runs, a Service Principal will be automatically used to identify these events.', 'B.Because User A created the jobs, their identity will be associated with both the job creation events and the job run events.', 'C.Because these events are managed separately, User A will have their identity associated with the job creation events and User B will have their identity associated with the job run events.', 'D.Because the REST API was used for job creation and triggering runs, user identity will not be captured in the audit logs.']","['C.Because these events are managed separately, User A will have their identity associated with the job creation events and User B will have their identity associated with the job run events.']",[],
170,examtopics databricks data engineer professional certification question 170,https://www.examtopics.com/discussions/databricks/view/141705-exam-certified-data-engineer-professional-topic-1-question/,"A distributed team of data analysts share computing resources on an interactive cluster with autoscaling configured. In order to better manage costs and query throughput, the workspace administrator is hoping to evaluate whether cluster upscaling is caused by many concurrent users or resource-intensive queries.In which location can one review the timeline for cluster resizing events?","['A.Workspace audit logs', ""B.Driver's log file"", 'C.Ganglia', 'D.Cluster Event Log']",['D.Cluster Event Log'],[],
171,examtopics databricks data engineer professional certification question 171,https://www.examtopics.com/discussions/databricks/view/141704-exam-certified-data-engineer-professional-topic-1-question/,"When evaluating the Ganglia Metrics for a given cluster with 3 executor nodes, which indicator would signal proper utilization of the VM's resources?","['A.The five Minute Load Average remains consistent/flat', 'B.CPU Utilization is around 75%', 'C.Network I/O never spikes', 'D.Total Disk Space remains constant']",['B.CPU Utilization is around 75%'],[],
172,examtopics databricks data engineer professional certification question 172,https://www.examtopics.com/discussions/databricks/view/141561-exam-certified-data-engineer-professional-topic-1-question/,The data engineer is using Spark's MEMORY_ONLY storage level.Which indicators should the data engineer look for in the Spark UI's Storage tab to signal that a cached table is not performing optimally?,"['A.On Heap Memory Usage is within 75% of Off Heap Memory Usage', 'B.The RDD Block Name includes the “*” annotation signaling a failure to cache', 'C.Size on Disk is > 0', 'D.The number of Cached Partitions > the number of Spark Partitions']",['C.Size on Disk is > 0'],[],
173,examtopics databricks data engineer professional certification question 173,https://www.examtopics.com/discussions/databricks/view/141703-exam-certified-data-engineer-professional-topic-1-question/,Review the following error traceback:Which statement describes the error being raised?,"['A.There is a syntax error because the heartrate column is not correctly identified as a column.', 'B.There is no column in the table named heartrateheartrateheartrate', 'C.There is a type error because a column object cannot be multiplied.', 'D.There is a type error because a DataFrame object cannot be multiplied.']",['B.There is no column in the table named heartrateheartrateheartrate'],['https://img.examtopics.com/certified-data-engineer-professional/image75.png'],
174,examtopics databricks data engineer professional certification question 174,https://www.examtopics.com/discussions/databricks/view/141702-exam-certified-data-engineer-professional-topic-1-question/,What is a method of installing a Python package scoped at the notebook level to all nodes in the currently active cluster?,"['A.Run source env/bin/activate in a notebook setup script', 'B.Install libraries from PyPI using the cluster UI', 'C.Use %pip install in a notebook cell', 'D.Use %sh pip install in a notebook cell']",['C.Use %pip install in a notebook cell'],[],
175,examtopics databricks data engineer professional certification question 175,https://www.examtopics.com/discussions/databricks/view/312870-exam-certified-data-engineer-associate-topic-1-question-175/,A Databricks single-task workflow fails at the last task due to an error in a notebook. The data engineer fixes the mistake in the notebook.What should the data engineer do to rerun the workflow?,"['A.Repair the task', 'B.Rerun the pipeline', 'C.Restart the cluster', 'D.Switch the cluster']",['A.Repair the task'],[],
176,examtopics databricks data engineer professional certification question 176,https://www.examtopics.com/discussions/databricks/view/141700-exam-certified-data-engineer-professional-topic-1-question/,"Incorporating unit tests into a PySpark application requires upfront attention to the design of your jobs, or a potentially significant refactoring of existing code.Which benefit offsets this additional effort?","['A.Improves the quality of your data', 'B.Validates a complete use case of your application', 'C.Troubleshooting is easier since all steps are isolated and tested individually', 'D.Ensures that all steps interact correctly to achieve the desired end result']",['C.Troubleshooting is easier since all steps are isolated and tested individually'],[],
177,examtopics databricks data engineer professional certification question 177,https://www.examtopics.com/discussions/databricks/view/141699-exam-certified-data-engineer-professional-topic-1-question/,What describes integration testing?,"['A.It validates an application use case.', 'B.It validates behavior of individual elements of an application,', 'C.It requires an automated testing framework.', 'D.It validates interactions between subsystems of your application.']",['D.It validates interactions between subsystems of your application.'],[],
178,examtopics databricks data engineer professional certification question 178,https://www.examtopics.com/discussions/databricks/view/141698-exam-certified-data-engineer-professional-topic-1-question/,The Databricks CLI is used to trigger a run of an existing job by passing the job_id parameter. The response that the job run request has been submitted successfully includes a field run_id.Which statement describes what the number alongside this field represents?,"['A.The job_id and number of times the job has been run are concatenated and returned.', 'B.The globally unique ID of the newly triggered run.', 'C.The number of times the job definition has been run in this workspace.', 'D.The job_id is returned in this field.']",['B.The globally unique ID of the newly triggered run.'],[],
179,examtopics databricks data engineer professional certification question 179,https://www.examtopics.com/discussions/databricks/view/141697-exam-certified-data-engineer-professional-topic-1-question/,"A Databricks job has been configured with three tasks, each of which is a Databricks notebook. Task A does not depend on other tasks. Tasks B and C run in parallel, with each having a serial dependency on task A.What will be the resulting state if tasks A and B complete successfully but task C fails during a scheduled run?","['A.All logic expressed in the notebook associated with tasks A and B will have been successfully completed; some operations in task C may have completed successfully.', 'B.Unless all tasks complete successfully, no changes will be committed to the Lakehouse; because task C failed, all commits will be rolled back automatically.', 'C.Because all tasks are managed as a dependency graph, no changes will be committed to the Lakehouse until all tasks have successfully been completed.', 'D.All logic expressed in the notebook associated with tasks A and B will have been successfully completed; any changes made in task C will be rolled back due to task failure.']",['A.All logic expressed in the notebook associated with tasks A and B will have been successfully completed; some operations in task C may have completed successfully.'],[],
180,examtopics databricks data engineer professional certification question 180,https://www.examtopics.com/discussions/databricks/view/154490-exam-certified-data-engineer-professional-topic-1-question/,"When scheduling Structured Streaming jobs for production, which configuration automatically recovers from query failures and keeps costs low?","['A.Cluster: New Job Cluster;Retries: Unlimited;Maximum Concurrent Runs: 1', 'B.Cluster: New Job Cluster;Retries: Unlimited;Maximum Concurrent Runs: Unlimited', 'C.Cluster: Existing All-Purpose Cluster;Retries: Unlimited;Maximum Concurrent Runs: 1', 'D.Cluster: New Job Cluster;Retries: None;Maximum Concurrent Runs: 1']",['A.Cluster: New Job Cluster;Retries: Unlimited;Maximum Concurrent Runs: 1'],[],
181,examtopics databricks data engineer professional certification question 181,https://www.examtopics.com/discussions/databricks/view/154677-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table was created with the below query:Realizing that the original query had a typographical error, the below code was executed:ALTER TABLE prod.sales_by_stor RENAME TO prod.sales_by_storeWhich result will occur after running the second command?","['A.The table reference in the metastore is updated.', 'B.All related files and metadata are dropped and recreated in a single ACID transaction.', 'C.The table name change is recorded in the Delta transaction log.', 'D.A new Delta transaction log is created for the renamed table.']",['A.The table reference in the metastore is updated.'],['https://img.examtopics.com/certified-data-engineer-professional/image76.png'],
182,examtopics databricks data engineer professional certification question 182,https://www.examtopics.com/discussions/databricks/view/152629-exam-certified-data-engineer-professional-topic-1-question/,"The data engineering team has configured a Databricks SQL query and alert to monitor the values in a Delta Lake table. The recent_sensor_recordings table contains an identifying sensor_id alongside the timestamp and temperature for the most recent 5 minutes of recordings.The below query is used to create the alert:The query is set to refresh each minute and always completes in less than 10 seconds. The alert is set to trigger when mean (temperature) > 120. Notifications are triggered to be sent at most every 1 minute.If this alert raises notifications for 3 consecutive minutes and then stops, which statement must be true?","['A.The total average temperature across all sensors exceeded 120 on three consecutive executions of the query', 'B.The average temperature recordings for at least one sensor exceeded 120 on three consecutive executions of the query', 'C.The source query failed to update properly for three consecutive minutes and then restarted', 'D.The maximum temperature recording for at least one sensor exceeded 120 on three consecutive executions of the query']",['B.The average temperature recordings for at least one sensor exceeded 120 on three consecutive executions of the query'],['https://img.examtopics.com/certified-data-engineer-professional/image77.png'],
183,examtopics databricks data engineer professional certification question 183,https://www.examtopics.com/discussions/databricks/view/303224-exam-certified-data-engineer-professional-topic-1-question/,"A junior developer complains that the code in their notebook isn't producing the correct results in the development environment. A shared screenshot reveals that while they're using a notebook versioned with Databricks Repos, they're using a personal branch that contains old logic. The desired branch named dev-2.3.9 is not available from the branch selection dropdown.Which approach will allow this developer to review the current logic for this notebook?","['A.Use Repos to make a pull request use the Databricks REST API to update the current branch to dev-2.3.9', 'B.Use Repos to pull changes from the remote Git repository and select the dev-2.3.9 branch.', 'C.Use Repos to checkout the dev-2.3.9 branch and auto-resolve conflicts with the current branch', 'D.Use Repos to merge the current branch and the dev-2.3.9 branch, then make a pull request to sync with the remote repository']",['B.Use Repos to pull changes from the remote Git repository and select the dev-2.3.9 branch.'],[],
184,examtopics databricks data engineer professional certification question 184,https://www.examtopics.com/discussions/databricks/view/303225-exam-certified-data-engineer-professional-topic-1-question/,Two of the most common data locations on Databricks are the DBFS root storage and external object storage mounted with dbutils.fs.mount().Which of the following statements is correct?,"['A.DBFS is a file system protocol that allows users to interact with files stored in object storage using syntax and guarantees similar to Unix file systems.', 'B.By default, both the DBFS root and mounted data sources are only accessible to workspace administrators.', 'C.The DBFS root is the most secure location to store data, because mounted storage volumes must have full public read and write permissions.', 'D.The DBFS root stores files in ephemeral block volumes attached to the driver, while mounted directories will always persist saved data to external storage between sessions.']",['A.DBFS is a file system protocol that allows users to interact with files stored in object storage using syntax and guarantees similar to Unix file systems.'],[],
185,examtopics databricks data engineer professional certification question 185,https://www.examtopics.com/discussions/databricks/view/154493-exam-certified-data-engineer-professional-topic-1-question/,"An upstream system has been configured to pass the date for a given batch of data to the Databricks Jobs API as a parameter. The notebook to be scheduled will use this parameter to load data with the following code:df = spark.read.format(""parquet"").load(f""/mnt/source/(date)"")Which code block should be used to create the date Python variable used in the above code block?","['A.date = spark.conf.get(""date"")', 'B.import sysdate = sys.argv[1]', 'C.date = dbutils.notebooks.getParam(""date"")', 'D.dbutils.widgets.text(""date"", ""null"")date = dbutils.widgets.get(""date"")']","['D.dbutils.widgets.text(""date"", ""null"")date = dbutils.widgets.get(""date"")']",[],
186,examtopics databricks data engineer professional certification question 186,https://www.examtopics.com/discussions/databricks/view/152574-exam-certified-data-engineer-professional-topic-1-question/,"The Databricks workspace administrator has configured interactive clusters for each of the data engineering groups. To control costs, clusters are set to terminate after 30 minutes of inactivity. Each user should be able to execute workloads against their assigned clusters at any time of the day.Assuming users have been added to a workspace but not granted any permissions, which of the following describes the minimal permissions a user would need to start and attach to an already configured cluster.","['A.""Can Manage"" privileges on the required cluster', 'B.Cluster creation allowed, ""Can Restart"" privileges on the required cluster', 'C.Cluster creation allowed, ""Can Attach To"" privileges on the required cluster', 'D.""Can Restart"" privileges on the required cluster']","['D.""Can Restart"" privileges on the required cluster']",[],
187,examtopics databricks data engineer professional certification question 187,https://www.examtopics.com/discussions/databricks/view/152575-exam-certified-data-engineer-professional-topic-1-question/,"The data science team has created and logged a production model using MLflow. The following code correctly imports and applies the production model to output the predictions as a new DataFrame named preds with the schema ""customer_id LONG, predictions DOUBLE, date DATE"".The data science team would like predictions saved to a Delta Lake table with the ability to compare all predictions across time. Churn predictions will be made at most once per day.Which code block accomplishes this task while minimizing potential compute costs?","['A.preds.write.mode(""append"").saveAsTable(""churn_preds"")', 'B.preds.write.format(""delta"").save(""/preds/churn_preds"")', 'C.', 'D.']","['A.preds.write.mode(""append"").saveAsTable(""churn_preds"")']",['https://img.examtopics.com/certified-data-engineer-professional/image78.png'],
188,examtopics databricks data engineer professional certification question 188,https://www.examtopics.com/discussions/databricks/view/303226-exam-certified-data-engineer-professional-topic-1-question/,"The following code has been migrated to a Databricks notebook from a legacy workload:The code executes successfully and provides the logically correct results, however, it takes over 20 minutes to extract and load around 1 GB of data.Which statement is a possible explanation for this behavior?","['A.%sh triggers a cluster restart to collect and install Git. Most of the latency is related to cluster startup time.', 'B.Instead of cloning, the code should use %sh pip install so that the Python code can get executed in parallel across all nodes in a cluster.', 'C.%sh does not distribute file moving operations; the final line of code should be updated to use %fs instead.', 'D.%sh executes shell code on the driver node. The code does not take advantage of the worker nodes or Databricks optimized Spark.']",['D.%sh executes shell code on the driver node. The code does not take advantage of the worker nodes or Databricks optimized Spark.'],['https://img.examtopics.com/certified-data-engineer-professional/image81.png'],
189,examtopics databricks data engineer professional certification question 189,https://www.examtopics.com/discussions/databricks/view/152577-exam-certified-data-engineer-professional-topic-1-question/,"A Delta table of weather records is partitioned by date and has the below schema:date DATE, device_id INT, temp FLOAT, latitude FLOAT, longitude FLOATTo find all the records from within the Arctic Circle, you execute a query with the below filter:latitude > 66.3Which statement describes how the Delta engine identifies which files to load?","['A.All records are cached to an operational database and then the filter is applied', 'B.The Parquet file footers are scanned for min and max statistics for the latitude column', 'C.The Hive metastore is scanned for min and max statistics for the latitude column', 'D.The Delta log is scanned for min and max statistics for the latitude column']",['D.The Delta log is scanned for min and max statistics for the latitude column'],[],
