question_num,search_query,url,Question,Options,Correct answer,Image URLs,Comments
61,examtopics databricks data engineer professional certification question 61,https://www.examtopics.com/discussions/databricks/view/125249-exam-certified-data-engineer-professional-topic-1-question/,A member of the data engineering team has submitted a short notebook that they wish to schedule as part of a larger data pipeline. Assume that the commands provided below produce the logically correct results when run as presented.Which command should be removed from the notebook before scheduling it as a job?,"['A.Cmd 2', 'B.Cmd 3', 'C.Cmd 4', 'D.Cmd 5', 'E.Cmd 6']",['E.Cmd 6'],['https://img.examtopics.com/certified-data-engineer-professional/image29.png'],
62,examtopics databricks data engineer professional certification question 62,https://www.examtopics.com/discussions/databricks/view/126360-exam-certified-data-engineer-professional-topic-1-question/,"The business reporting team requires that data for their dashboards be updated every hour. The total processing time for the pipeline that extracts transforms, and loads the data for their pipeline runs in 10 minutes.Assuming normal operating conditions, which configuration will meet their service-level agreement requirements with the lowest cost?","['A.Manually trigger a job anytime the business reporting team refreshes their dashboards', 'B.Schedule a job to execute the pipeline once an hour on a new job cluster', 'C.Schedule a Structured Streaming job with a trigger interval of 60 minutes', 'D.Schedule a job to execute the pipeline once an hour on a dedicated interactive cluster', 'E.Configure a job that executes every time new data lands in a given directory']",['B.Schedule a job to execute the pipeline once an hour on a new job cluster'],[],
63,examtopics databricks data engineer professional certification question 63,https://www.examtopics.com/discussions/databricks/view/124566-exam-certified-data-engineer-professional-topic-1-question/,A Databricks SQL dashboard has been configured to monitor the total number of records present in a collection of Delta Lake tables using the following query pattern:SELECT COUNT (*) FROM table -Which of the following describes how results are generated each time the dashboard is updated?,"['A.The total count of rows is calculated by scanning all data files', 'B.The total count of rows will be returned from cached results unless REFRESH is run', 'C.The total count of records is calculated from the Delta transaction logs', 'D.The total count of records is calculated from the parquet file metadata', 'E.The total count of records is calculated from the Hive metastore']",['C.The total count of records is calculated from the Delta transaction logs'],[],
64,examtopics databricks data engineer professional certification question 64,https://www.examtopics.com/discussions/databricks/view/124117-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table was created with the below query:Consider the following query:DROP TABLE prod.sales_by_store -If this statement is executed by a workspace admin, which result will occur?","['A.Nothing will occur until a COMMIT command is executed.', 'B.The table will be removed from the catalog but the data will remain in storage.', 'C.The table will be removed from the catalog and the data will be deleted.', 'D.An error will occur because Delta Lake prevents the deletion of production data.', 'E.Data will be marked as deleted but still recoverable with Time Travel.']",['C.The table will be removed from the catalog and the data will be deleted.'],['https://img.examtopics.com/certified-data-engineer-professional/image30.png'],
65,examtopics databricks data engineer professional certification question 65,https://www.examtopics.com/discussions/databricks/view/124569-exam-certified-data-engineer-professional-topic-1-question/,Two of the most common data locations on Databricks are the DBFS root storage and external object storage mounted with dbutils.fs.mount().Which of the following statements is correct?,"['A.DBFS is a file system protocol that allows users to interact with files stored in object storage using syntax and guarantees similar to Unix file systems.', 'B.By default, both the DBFS root and mounted data sources are only accessible to workspace administrators.', 'C.The DBFS root is the most secure location to store data, because mounted storage volumes must have full public read and write permissions.', 'D.Neither the DBFS root nor mounted storage can be accessed when using %sh in a Databricks notebook.', 'E.The DBFS root stores files in ephemeral block volumes attached to the driver, while mounted directories will always persist saved data to external storage between sessions.']",['A.DBFS is a file system protocol that allows users to interact with files stored in object storage using syntax and guarantees similar to Unix file systems.'],[],
66,examtopics databricks data engineer professional certification question 66,https://www.examtopics.com/discussions/databricks/view/124571-exam-certified-data-engineer-professional-topic-1-question/,"The following code has been migrated to a Databricks notebook from a legacy workload:The code executes successfully and provides the logically correct results, however, it takes over 20 minutes to extract and load around 1 GB of data.Which statement is a possible explanation for this behavior?","['A.%sh triggers a cluster restart to collect and install Git. Most of the latency is related to cluster startup time.', 'B.Instead of cloning, the code should use %sh pip install so that the Python code can get executed in parallel across all nodes in a cluster.', 'C.%sh does not distribute file moving operations; the final line of code should be updated to use %fs instead.', 'D.Python will always execute slower than Scala on Databricks. The run.py script should be refactored to Scala.', 'E.%sh executes shell code on the driver node. The code does not take advantage of the worker nodes or Databricks optimized Spark.']",['E.%sh executes shell code on the driver node. The code does not take advantage of the worker nodes or Databricks optimized Spark.'],['https://img.examtopics.com/certified-data-engineer-professional/image31.png'],
67,examtopics databricks data engineer professional certification question 67,https://www.examtopics.com/discussions/databricks/view/124572-exam-certified-data-engineer-professional-topic-1-question/,"The data science team has requested assistance in accelerating queries on free form text from user reviews. The data is currently stored in Parquet with the below schema:item_id INT, user_id INT, review_id INT, rating FLOAT, review STRINGThe review column contains the full text of the review left by the user. Specifically, the data science team is looking to identify if any of 30 key words exist in this field.A junior data engineer suggests converting this data to Delta Lake will improve query performance.Which response to the junior data engineer s suggestion is correct?","['A.Delta Lake statistics are not optimized for free text fields with high cardinality.', 'B.Text data cannot be stored with Delta Lake.', 'C.ZORDER ON review will need to be run to see performance gains.', 'D.The Delta log creates a term matrix for free text fields to support selective filtering.', 'E.Delta Lake statistics are only collected on the first 4 columns in a table.']",['A.Delta Lake statistics are not optimized for free text fields with high cardinality.'],[],
68,examtopics databricks data engineer professional certification question 68,https://www.examtopics.com/discussions/databricks/view/124574-exam-certified-data-engineer-professional-topic-1-question/,"Assuming that the Databricks CLI has been installed and configured correctly, which Databricks CLI command can be used to upload a custom Python Wheel to object storage mounted with the DBFS for use with a production job?","['A.configure', 'B.fs', 'C.jobs', 'D.libraries', 'E.workspace']",['B.fs'],[],
69,examtopics databricks data engineer professional certification question 69,https://www.examtopics.com/discussions/databricks/view/129697-exam-certified-data-engineer-professional-topic-1-question/,"The business intelligence team has a dashboard configured to track various summary metrics for retail stores. This includes total sales for the previous day alongside totals and averages for a variety of time periods. The fields required to populate this dashboard have the following schema:For demand forecasting, the Lakehouse contains a validated table of all itemized sales updated incrementally in near real-time. This table, named products_per_order, includes the following fields:Because reporting on long-term sales trends is less volatile, analysts using the new dashboard only require data to be refreshed once daily. Because the dashboard will be queried interactively by many users throughout a normal business day, it should return results quickly and reduce total compute associated with each materialization.Which solution meets the expectations of the end users while controlling and limiting possible costs?","['A.Populate the dashboard by configuring a nightly batch job to save the required values as a table overwritten with each update.', 'B.Use Structured Streaming to configure a live dashboard against the products_per_order table within a Databricks notebook.', 'C.Configure a webhook to execute an incremental read against products_per_order each time the dashboard is refreshed.', 'D.Use the Delta Cache to persist the products_per_order table in memory to quickly update the dashboard with each query.', 'E.Define a view against the products_per_order table and define the dashboard against this view.']",['A.Populate the dashboard by configuring a nightly batch job to save the required values as a table overwritten with each update.'],"['https://img.examtopics.com/certified-data-engineer-professional/image32.png', 'https://img.examtopics.com/certified-data-engineer-professional/image33.png']",
70,examtopics databricks data engineer professional certification question 70,https://www.examtopics.com/discussions/databricks/view/124575-exam-certified-data-engineer-professional-topic-1-question/,"A data ingestion task requires a one-TB JSON dataset to be written out to Parquet with a target part-file size of 512 MB. Because Parquet is being used instead of Delta Lake, built-in file-sizing features such as Auto-Optimize & Auto-Compaction cannot be used.Which strategy will yield the best performance without shuffling data?","['A.Set spark.sql.files.maxPartitionBytes to 512 MB, ingest the data, execute the narrow transformations, and then write to parquet.', 'B.Set spark.sql.shuffle.partitions to 2,048 partitions (1TB*1024*1024/512), ingest the data, execute the narrow transformations, optimize the data by sorting it (which automatically repartitions the data), and then write to parquet.', 'C.Set spark.sql.adaptive.advisoryPartitionSizeInBytes to 512 MB bytes, ingest the data, execute the narrow transformations, coalesce to 2,048 partitions (1TB*1024*1024/512), and then write to parquet.', 'D.Ingest the data, execute the narrow transformations, repartition to 2,048 partitions (1TB* 1024*1024/512), and then write to parquet.', 'E.Set spark.sql.shuffle.partitions to 512, ingest the data, execute the narrow transformations, and then write to parquet.']","['A.Set spark.sql.files.maxPartitionBytes to 512 MB, ingest the data, execute the narrow transformations, and then write to parquet.']",[],
71,examtopics databricks data engineer professional certification question 71,https://www.examtopics.com/discussions/databricks/view/124595-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer has been asked to develop a streaming data pipeline with a grouped aggregation using DataFrame df. The pipeline needs to calculate the average humidity and average temperature for each non-overlapping five-minute interval. Incremental state information should be maintained for 10 minutes for late-arriving data.Streaming DataFrame df has the following schema:""device_id INT, event_time TIMESTAMP, temp FLOAT, humidity FLOAT""Code block:Choose the response that correctly fills in the blank within the code block to complete this task.","['A.withWatermark(""event_time"", ""10 minutes"")', 'B.awaitArrival(""event_time"", ""10 minutes"")', 'C.await(""event_time + ‘10 minutes\'"")', 'D.slidingWindow(""event_time"", ""10 minutes"")', 'E.delayWrite(""event_time"", ""10 minutes"")']","['A.withWatermark(""event_time"", ""10 minutes"")']",['https://img.examtopics.com/certified-data-engineer-professional/image34.png'],
72,examtopics databricks data engineer professional certification question 72,https://www.examtopics.com/discussions/databricks/view/129174-exam-certified-data-engineer-professional-topic-1-question/,"A data team's Structured Streaming job is configured to calculate running aggregates for item sales to update a downstream marketing dashboard. The marketing team has introduced a new promotion, and they would like to add a new field to track the number of times this promotion code is used for each item. A junior data engineer suggests updating the existing query as follows. Note that proposed changes are in bold.Original query:Proposed query:Proposed query:.start(“/item_agg”)Which step must also be completed to put the proposed query into production?","['A.Specify a new checkpointLocation', 'B.Increase the shuffle partitions to account for additional aggregates', ""C.Run REFRESH TABLE delta.'/item_agg'"", 'D.Register the data in the ""/item_agg"" directory to the Hive metastore', 'E.Remove .option(‘mergeSchema’, ‘true’) from the streaming write']",['A.Specify a new checkpointLocation'],"['https://img.examtopics.com/certified-data-engineer-professional/image35.png', 'https://img.examtopics.com/certified-data-engineer-professional/image36.png']",
73,examtopics databricks data engineer professional certification question 73,https://www.examtopics.com/discussions/databricks/view/126756-exam-certified-data-engineer-professional-topic-1-question/,"A Structured Streaming job deployed to production has been resulting in higher than expected cloud storage costs. At present, during normal execution, each microbatch of data is processed in less than 3s; at least 12 times per minute, a microbatch is processed that contains 0 records. The streaming write was configured using the default trigger settings. The production job is currently scheduled alongside many other Databricks jobs in a workspace with instance pools provisioned to reduce start-up time for jobs with batch execution.Holding all other variables constant and assuming records need to be processed in less than 10 minutes, which adjustment will meet the requirement?","['A.Set the trigger interval to 3 seconds; the default trigger interval is consuming too many records per batch, resulting in spill to disk that can increase volume costs.', 'B.Increase the number of shuffle partitions to maximize parallelism, since the trigger interval cannot be modified without modifying the checkpoint directory.', 'C.Set the trigger interval to 10 minutes; each batch calls APIs in the source storage account, so decreasing trigger frequency to maximum allowable threshold should minimize this cost.', 'D.Set the trigger interval to 500 milliseconds; setting a small but non-zero trigger interval ensures that the source is not queried too frequently.', 'E.Use the trigger once option and configure a Databricks job to execute the query every 10 minutes; this approach minimizes costs for both compute and storage.']","['C.Set the trigger interval to 10 minutes; each batch calls APIs in the source storage account, so decreasing trigger frequency to maximum allowable threshold should minimize this cost.']",[],
74,examtopics databricks data engineer professional certification question 74,https://www.examtopics.com/discussions/databricks/view/124596-exam-certified-data-engineer-professional-topic-1-question/,Which statement describes the correct use of pyspark.sql.functions.broadcast?,"['A.It marks a column as having low enough cardinality to properly map distinct values to available partitions, allowing a broadcast join.', 'B.It marks a column as small enough to store in memory on all executors, allowing a broadcast join.', 'C.It caches a copy of the indicated table on attached storage volumes for all active clusters within a Databricks workspace.', 'D.It marks a DataFrame as small enough to store in memory on all executors, allowing a broadcast join.', 'E.It caches a copy of the indicated table on all nodes in the cluster for use in all future queries during the cluster lifetime.']","['D.It marks a DataFrame as small enough to store in memory on all executors, allowing a broadcast join.']",[],
75,examtopics databricks data engineer professional certification question 75,https://www.examtopics.com/discussions/databricks/view/124369-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer is configuring a pipeline that will potentially see late-arriving, duplicate records.In addition to de-duplicating records within the batch, which of the following approaches allows the data engineer to deduplicate data against previously processed records as it is inserted into a Delta table?","['A.Set the configuration delta.deduplicate = true.', 'B.VACUUM the Delta table after each batch completes.', 'C.Perform an insert-only merge with a matching condition on a unique key.', 'D.Perform a full outer join on a unique key and overwrite existing data.', 'E.Rely on Delta Lake schema enforcement to prevent duplicate records.']",['C.Perform an insert-only merge with a matching condition on a unique key.'],[],
76,examtopics databricks data engineer professional certification question 76,https://www.examtopics.com/discussions/databricks/view/129709-exam-certified-data-engineer-professional-topic-1-question/,"A data pipeline uses Structured Streaming to ingest data from Apache Kafka to Delta Lake. Data is being stored in a bronze table, and includes the Kafka-generated timestamp, key, and value. Three months after the pipeline is deployed, the data engineering team has noticed some latency issues during certain times of the day.A senior data engineer updates the Delta Table's schema and ingestion logic to include the current timestamp (as recorded by Apache Spark) as well as the Kafka topic and partition. The team plans to use these additional metadata fields to diagnose the transient processing delays.Which limitation will the team face while diagnosing this problem?","['A.New fields will not be computed for historic records.', 'B.Spark cannot capture the topic and partition fields from a Kafka source.', 'C.New fields cannot be added to a production Delta table.', 'D.Updating the table schema will invalidate the Delta transaction log metadata.', 'E.Updating the table schema requires a default value provided for each field added.']",['A.New fields will not be computed for historic records.'],[],
77,examtopics databricks data engineer professional certification question 77,https://www.examtopics.com/discussions/databricks/view/124597-exam-certified-data-engineer-professional-topic-1-question/,"In order to facilitate near real-time workloads, a data engineer is creating a helper function to leverage the schema detection and evolution functionality of Databricks Auto Loader. The desired function will automatically detect the schema of the source directly, incrementally process JSON files as they arrive in a source directory, and automatically evolve the schema of the table when new fields are detected.The function is displayed below with a blank:Which response correctly fills in the blank to meet the specified requirements?","['A.', 'B.', 'C.', 'D.', 'E.']",['E.'],['https://img.examtopics.com/certified-data-engineer-professional/image37.png'],
78,examtopics databricks data engineer professional certification question 78,https://www.examtopics.com/discussions/databricks/view/124598-exam-certified-data-engineer-professional-topic-1-question/,"The data engineering team maintains the following code:Assuming that this code produces logically correct results and the data in the source table has been de-duplicated and validated, which statement describes what will occur when this code is executed?","['A.The silver_customer_sales table will be overwritten by aggregated values calculated from all records in the gold_customer_lifetime_sales_summary table as a batch job.', 'B.A batch job will update the gold_customer_lifetime_sales_summary table, replacing only those rows that have different values than the current version of the table, using customer_id as the primary key.', 'C.The gold_customer_lifetime_sales_summary table will be overwritten by aggregated values calculated from all records in the silver_customer_sales table as a batch job.', 'D.An incremental job will leverage running information in the state store to update aggregate values in the gold_customer_lifetime_sales_summary table.', 'E.An incremental job will detect if new rows have been written to the silver_customer_sales table; if new rows are detected, all aggregates will be recalculated and used to overwrite the gold_customer_lifetime_sales_summary table.']",['C.The gold_customer_lifetime_sales_summary table will be overwritten by aggregated values calculated from all records in the silver_customer_sales table as a batch job.'],['https://img.examtopics.com/certified-data-engineer-professional/image43.png'],
79,examtopics databricks data engineer professional certification question 79,https://www.examtopics.com/discussions/databricks/view/124599-exam-certified-data-engineer-professional-topic-1-question/,"The data architect has mandated that all tables in the Lakehouse should be configured as external (also known as ""unmanaged"") Delta Lake tables.Which approach will ensure that this requirement is met?","['A.When a database is being created, make sure that the LOCATION keyword is used.', 'B.When configuring an external data warehouse for all table storage, leverage Databricks for all ELT.', 'C.When data is saved to a table, make sure that a full file path is specified alongside the Delta format.', 'D.When tables are created, make sure that the EXTERNAL keyword is used in the CREATE TABLE statement.', 'E.When the workspace is being configured, make sure that external cloud object storage has been mounted.']","['C.When data is saved to a table, make sure that a full file path is specified alongside the Delta format.']",[],
80,examtopics databricks data engineer professional certification question 80,https://www.examtopics.com/discussions/databricks/view/129728-exam-certified-data-engineer-professional-topic-1-question/,"The marketing team is looking to share data in an aggregate table with the sales organization, but the field names used by the teams do not match, and a number of marketing-specific fields have not been approved for the sales org.Which of the following solutions addresses the situation while emphasizing simplicity?","['A.Create a view on the marketing table selecting only those fields approved for the sales team; alias the names of any fields that should be standardized to the sales naming conventions.', ""B.Create a new table with the required schema and use Delta Lake's DEEP CLONE functionality to sync up changes committed to one table to the corresponding table."", 'C.Use a CTAS statement to create a derivative table from the marketing table; configure a production job to propagate changes.', 'D.Add a parallel table write to the current production pipeline, updating a new sales table that varies as required from the marketing table.', 'E.Instruct the marketing team to download results as a CSV and email them to the sales organization.']",['A.Create a view on the marketing table selecting only those fields approved for the sales team; alias the names of any fields that should be standardized to the sales naming conventions.'],[],
81,examtopics databricks data engineer professional certification question 81,https://www.examtopics.com/discussions/databricks/view/124255-exam-certified-data-engineer-professional-topic-1-question/,"A CHECK constraint has been successfully added to the Delta table named activity_details using the following logic:A batch job is attempting to insert new records to the table, including a record where latitude = 45.50 and longitude = 212.67.Which statement describes the outcome of this batch insert?","['A.The write will fail when the violating record is reached; any records previously processed will be recorded to the target table.', 'B.The write will fail completely because of the constraint violation and no records will be inserted into the target table.', 'C.The write will insert all records except those that violate the table constraints; the violating records will be recorded to a quarantine table.', 'D.The write will include all records in the target table; any violations will be indicated in the boolean column named valid_coordinates.', 'E.The write will insert all records except those that violate the table constraints; the violating records will be reported in a warning log.']",['B.The write will fail completely because of the constraint violation and no records will be inserted into the target table.'],['https://img.examtopics.com/certified-data-engineer-professional/image44.png'],
82,examtopics databricks data engineer professional certification question 82,https://www.examtopics.com/discussions/databricks/view/124600-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer has manually configured a series of jobs using the Databricks Jobs UI. Upon reviewing their work, the engineer realizes that they are listed as the ""Owner"" for each job. They attempt to transfer ""Owner"" privileges to the ""DevOps"" group, but cannot successfully accomplish this task.Which statement explains what is preventing this privilege transfer?","['A.Databricks jobs must have exactly one owner; ""Owner"" privileges cannot be assigned to a group.', 'B.The creator of a Databricks job will always have ""Owner"" privileges; this configuration cannot be changed.', 'C.Other than the default ""admins"" group, only individual users can be granted privileges on jobs.', 'D.A user can only transfer job ownership to a group if they are also a member of that group.', 'E.Only workspace administrators can grant ""Owner"" privileges to a group.']","['A.Databricks jobs must have exactly one owner; ""Owner"" privileges cannot be assigned to a group.']",[],
83,examtopics databricks data engineer professional certification question 83,https://www.examtopics.com/discussions/databricks/view/124601-exam-certified-data-engineer-professional-topic-1-question/,"All records from an Apache Kafka producer are being ingested into a single Delta Lake table with the following schema:key BINARY, value BINARY, topic STRING, partition LONG, offset LONG, timestamp LONGThere are 5 unique topics being ingested. Only the ""registration"" topic contains Personal Identifiable Information (PII). The company wishes to restrict access to PII. The company also wishes to only retain records containing PII in this table for 14 days after initial ingestion. However, for non-PII information, it would like to retain these records indefinitely.Which of the following solutions meets the requirements?","[""A.All data should be deleted biweekly; Delta Lake's time travel functionality should be leveraged to maintain a history of non-PII information."", 'B.Data should be partitioned by the registration field, allowing ACLs and delete statements to be set for the PII directory.', 'C.Because the value field is stored as binary data, this information is not considered PII and no special precautions should be taken.', 'D.Separate object storage containers should be specified based on the partition field, allowing isolation at the storage level.', 'E.Data should be partitioned by the topic field, allowing ACLs and delete statements to leverage partition boundaries.']","['E.Data should be partitioned by the topic field, allowing ACLs and delete statements to leverage partition boundaries.']",[],
84,examtopics databricks data engineer professional certification question 84,https://www.examtopics.com/discussions/databricks/view/124602-exam-certified-data-engineer-professional-topic-1-question/,"The data architect has decided that once data has been ingested from external sources into theDatabricks Lakehouse, table access controls will be leveraged to manage permissions for all production tables and views.The following logic was executed to grant privileges for interactive queries on a production database to the core engineering group.GRANT USAGE ON DATABASE prod TO eng;GRANT SELECT ON DATABASE prod TO eng;Assuming these are the only privileges that have been granted to the eng group and that these users are not workspace administrators, which statement describes their privileges?","['A.Group members have full permissions on the prod database and can also assign permissions to other users or groups.', 'B.Group members are able to list all tables in the prod database but are not able to see the results of any queries on those tables.', 'C.Group members are able to query and modify all tables and views in the prod database, but cannot create new tables or views.', 'D.Group members are able to query all tables and views in the prod database, but cannot create or edit anything in the database.', 'E.Group members are able to create, query, and modify all tables and views in the prod database, but cannot define custom functions.']","['D.Group members are able to query all tables and views in the prod database, but cannot create or edit anything in the database.']",[],
85,examtopics databricks data engineer professional certification question 85,https://www.examtopics.com/discussions/databricks/view/124604-exam-certified-data-engineer-professional-topic-1-question/,"A distributed team of data analysts share computing resources on an interactive cluster with autoscaling configured. In order to better manage costs and query throughput, the workspace administrator is hoping to evaluate whether cluster upscaling is caused by many concurrent users or resource-intensive queries.In which location can one review the timeline for cluster resizing events?","['A.Workspace audit logs', ""B.Driver's log file"", 'C.Ganglia', 'D.Cluster Event Log', ""E.Executor's log file""]",['D.Cluster Event Log'],[],
86,examtopics databricks data engineer professional certification question 86,https://www.examtopics.com/discussions/databricks/view/125408-exam-certified-data-engineer-professional-topic-1-question/,"When evaluating the Ganglia Metrics for a given cluster with 3 executor nodes, which indicator would signal proper utilization of the VM's resources?","['A.The five Minute Load Average remains consistent/flat', 'B.Bytes Received never exceeds 80 million bytes per second', 'C.Network I/O never spikes', 'D.Total Disk Space remains constant', 'E.CPU Utilization is around 75%']",['E.CPU Utilization is around 75%'],[],
87,examtopics databricks data engineer professional certification question 87,https://www.examtopics.com/discussions/databricks/view/124605-exam-certified-data-engineer-professional-topic-1-question/,Which of the following technologies can be used to identify key areas of text when parsing Spark Driver log4j output?,"['A.Regex', 'B.Julia', 'C.pyspsark.ml.feature', 'D.Scala Datasets', 'E.C++']",['A.Regex'],[],
88,examtopics databricks data engineer professional certification question 88,https://www.examtopics.com/discussions/databricks/view/130110-exam-certified-data-engineer-professional-topic-1-question/,"You are testing a collection of mathematical functions, one of which calculates the area under a curve as described by another function.assert(myIntegrate(lambda x: x*x, 0, 3) [0] == 9)Which kind of test would the above line exemplify?","['A.Unit', 'B.Manual', 'C.Functional', 'D.Integration', 'E.End-to-end']",['A.Unit'],[],
